ID,Name,Cadre,Reference_Value,Qualification,Subject,Category_of_Subject,Division
MT010603,Shri S Buddhachandra Singh,Manipur-Tripura ,0,Graduate,Zoology,Natural Sciences,First
MT010603,Shri S Buddhachandra Singh,Manipur-Tripura ,1,P.G.,Zoology,Natural Sciences,First
MT010604,Shri N Shamu Singh,Manipur-Tripura ,0,Graduate,English,Languages and Fine Arts,Third
MT010605,Shri N Luikham,Manipur-Tripura ,0,Graduate,Political Sc.,Social Science and Liberal Arts,Ordinary
MT010605,Shri N Luikham,Manipur-Tripura ,1,P.G.,Political Sc.,Social Science and Liberal Arts,Second
MT010606,Shri I S Laishram,Manipur-Tripura ,0,Graduate,Political Sc.,Social Science and Liberal Arts,First
MT010606,Shri I S Laishram,Manipur-Tripura ,1,P.G.,Political Sc.,Social Science and Liberal Arts,First
MT010611,Shri Lalvoliana,Manipur-Tripura ,0,Graduate,N.A.,N.A.,Ordinary
MT010612,Shri Chandra Sekhar Chattopadhyay,Manipur-Tripura ,0,Graduate,History,Social Science and Liberal Arts,Second
MT010612,Shri Chandra Sekhar Chattopadhyay,Manipur-Tripura ,1,P.G.,History,Social Science and Liberal Arts,Second
NL003800,Dr. L Venkat Reddy,Nagaland ,0,Graduate,Agriculture,Others,First
NL003800,Dr. L Venkat Reddy,Nagaland ,1,P.G.,Agronomy,Natural Sciences,First
NL003800,Dr. L Venkat Reddy,Nagaland ,2,Ph. D.,Agronomy,Natural Sciences,First
OR022300,Shri Gurpreet Singh,Odisha ,0,Graduate,Electronics,"Engineering, Technology and Mathematics",First
OR022300,Shri Gurpreet Singh,Odisha ,1,P.G.,Business Admn.,"Governance, Law and Management",Second
OR022401,Shri Rk Nanda,Odisha ,0,N.A.,N.A.,N.A.,Ordinary
OR022411,Shri C C Prusty,Odisha ,0,N.A.,N.A.,N.A.,N.A.
OR022412,Shri C R Mishra,Odisha ,0,Graduate,N.A.,N.A.,Ordinary
OR022413,Shri G P Mohanty,Odisha ,0,P.G.,Economics,Social Science and Liberal Arts,Ordinary
OR022414,Shri Mva Subba Rao,Odisha ,0,Graduate,Economics,Social Science and Liberal Arts,Second
OR022415,Shri M Hota,Odisha ,0,B.Ed.,Education,Others,-
OR022415,Shri M Hota,Odisha ,1,P.G.,Political Sc.,Social Science and Liberal Arts,Second
OR022416,Shri Sn Tripathy,Odisha ,0,Graduate,N.A.,N.A.,Ordinary
OR022417,Shri Np Mahapatra,Odisha ,0,P.G.,English,Languages and Fine Arts,Third
OR022418,Shri Jagadish Pd Das,Odisha ,0,Graduate,N.A.,N.A.,Ordinary
PB017100,Shri Tilak Raj Sarangal,Punjab ,0,B.Sc.,Agriculture,Others,First
PB017100,Shri Tilak Raj Sarangal,Punjab ,1,Diploma,Fincl Mgt,"Governance, Law and Management",-
PB017100,Shri Tilak Raj Sarangal,Punjab ,2,M.P.A./Syracuse Uni.,Public Admn,"Governance, Law and Management",First with Distinction
PB017111,Shri Amarjit S Sidhu,Punjab ,0,N.A.,N.A.,N.A.,N.A.
UT016900,Shri Parimal Rai,A G M U T ,0,B.Tech./IIT DELHI,Civil Engg,"Engineering, Technology and Mathematics",First
UT016900,Shri Parimal Rai,A G M U T ,1,M.Tech./IIT DELHI,System Mgt,"Governance, Law and Management",First
UT016900,Shri Parimal Rai,A G M U T ,2,PG Diploma,Ecology,Others,First
UT017000,Shri Arun Goyal,A G M U T ,0,B.Sc./Delhi University/DELHI COLLEGE OF ENGINEERING,Electrical Engg.,"Engineering, Technology and Mathematics",First with Distinction
UT017000,Shri Arun Goyal,A G M U T ,1,PG Diploma/Indian Institute of Management Ahmedabad/Indian Institute of Management,Management,"Engineering, Technology and Mathematics",First Rank
UT017000,Shri Arun Goyal,A G M U T ,2,Certificate/ALLIANCE FRANCAISE DE DELHI/Alliance Francaise de Delhi,French,Languages and Fine Arts,Not Awarded
UT017000,Shri Arun Goyal,A G M U T ,3,M.A./Himachal Pradesh University/HImachal Pradesh University,Economics,Social Science and Liberal Arts,Second
UT017000,Shri Arun Goyal,A G M U T ,4,M.Sc./GLASGOW,Development Mgmt,"Governance, Law and Management",First with Distinction
UT017300,Dr. M M Kutty,A G M U T ,0,B.Sc.(Agri),Agriculture,Others,First
UT017300,Dr. M M Kutty,A G M U T ,1,M.Sc.,Agronomy,Natural Sciences,First
UT017300,Dr. M M Kutty,A G M U T ,2,P.G.,Rural Dev,"Governance, Law and Management",Ordinary
UT017300,Dr. M M Kutty,A G M U T ,3,Ph. D.,Agriculture,Others,First
UT017400,Shri Anindo Majumdar,A G M U T ,0,B.A. Honours,Economics,Social Science and Liberal Arts,Second
UT017400,Shri Anindo Majumdar,A G M U T ,1,M.B.A.,Business Admn.,"Governance, Law and Management",Ordinary
UT017400,Shri Anindo Majumdar,A G M U T ,2,P.G.,Economics,Social Science and Liberal Arts,Second
UT017500,Shri Janak Digal,A G M U T ,0,Graduate,Chemistry,Natural Sciences,First
UT017500,Shri Janak Digal,A G M U T ,1,P.G.,Chemistry,Natural Sciences,First
MP037400,Shri Rajneesh Vaish,Madhya Pradesh ,0,B.E.,Electronics,"Engineering, Technology and Mathematics",Ordinary
MP037400,Shri Rajneesh Vaish,Madhya Pradesh ,1,Certificate,Indl.mgt,"Governance, Law and Management",Ordinary
MP037500,Shri Deepak Khandekar,Madhya Pradesh ,0,Graduate,Civil Engg,"Engineering, Technology and Mathematics",First
MP037500,Shri Deepak Khandekar,Madhya Pradesh ,1,P.G.,Civil Engg,"Engineering, Technology and Mathematics",First
MP037600,Shri Radheyshyam Julaniya,Madhya Pradesh ,0,Graduate,Commerce,Finance,First
MP037600,Shri Radheyshyam Julaniya,Madhya Pradesh ,1,P.G.,Commerce,Finance,First
MP037700,Shri Anil Srivastava,Madhya Pradesh ,0,B.Tech.,Electrical Engg.,"Engineering, Technology and Mathematics",First
MP037700,Shri Anil Srivastava,Madhya Pradesh ,1,Certificate/U/SYRACUSE,Iformation&tech,"Engineering, Technology and Mathematics",-
MP037700,Shri Anil Srivastava,Madhya Pradesh ,2,PG Diploma,Business Admn.,"Governance, Law and Management",First
MP037700,Shri Anil Srivastava,Madhya Pradesh ,3,M.A./U/SYRACUSE,Public Admn,"Governance, Law and Management",First
MP037800,Shri Prabhanshu Kamal,Madhya Pradesh ,0,Graduate,Physics,Natural Sciences,First
MP037800,Shri Prabhanshu Kamal,Madhya Pradesh ,1,M.Tech.,Geology,Natural Sciences,First
MP037900,Shri M Gopal Reddy,Madhya Pradesh ,0,Graduate,Mech.engg.,"Engineering, Technology and Mathematics",First
MP038000,Shri Iqbal Singh Bains,Madhya Pradesh ,0,Graduate,Electronics,"Engineering, Technology and Mathematics",First
MP038200,Shri Kishore Kumar Singh,Madhya Pradesh ,0,B.Sc.(Engg),Mech.engg.,"Engineering, Technology and Mathematics",First
MP038200,Shri Kishore Kumar Singh,Madhya Pradesh ,1,LL.B.,Law,"Governance, Law and Management",Ordinary
MP038200,Shri Kishore Kumar Singh,Madhya Pradesh ,2,M.B.A.,Business Admn.,"Governance, Law and Management",Ordinary
MP038300,Shri Prabhakar Bansod,Madhya Pradesh ,0,Graduate,Statistics,"Engineering, Technology and Mathematics",First
MP038300,Shri Prabhakar Bansod,Madhya Pradesh ,1,P.G.,Statistics,"Engineering, Technology and Mathematics",Second
MP038300,Shri Prabhakar Bansod,Madhya Pradesh ,2,PG Diploma,Management,"Engineering, Technology and Mathematics",Ordinary
MP038500,Shri Vinod Chandra Semwal,Madhya Pradesh ,0,Graduate,History,Social Science and Liberal Arts,Second
MP038500,Shri Vinod Chandra Semwal,Madhya Pradesh ,1,P.G.,Ancient History,Social Science and Liberal Arts,First
MP038501,Shri Mahesh Kumar Singh,Madhya Pradesh ,0,Graduate,Chemistry,Natural Sciences,First
MP038501,Shri Mahesh Kumar Singh,Madhya Pradesh ,1,P.G.,Chemistry,Natural Sciences,First
MT010601,Shri A R Khan,Manipur-Tripura ,0,Graduate,Chemistry,Natural Sciences,First
MT010601,Shri A R Khan,Manipur-Tripura ,1,P.G.,Chemistry,Natural Sciences,First
OR021900,Shri U. P. Singh,Odisha ,0,Graduate,Mech.engg.,"Engineering, Technology and Mathematics",Ordinary
OR022000,Shri Sangram Keshari Mishra,Odisha ,0,Graduate,Political Sc.,Social Science and Liberal Arts,First
OR022000,Shri Sangram Keshari Mishra,Odisha ,1,P.G.,Political Sc.,Social Science and Liberal Arts,Second
OR022100,Shri Vipin Kumar Saxena,Odisha ,0,B.Sc.,Botany,Natural Sciences,First
OR022100,Shri Vipin Kumar Saxena,Odisha ,1,PG Diploma,Intnl Trade.,"Governance, Law and Management",First
OR022100,Shri Vipin Kumar Saxena,Odisha ,2,M.A./Annamalai University,Economics,Social Science and Liberal Arts,Second
OR022200,Shri Surendra Nath Tripathi,Odisha ,0,Graduate,Hindi,Languages and Fine Arts,First
OR022200,Shri Surendra Nath Tripathi,Odisha ,1,M.B.A./U/LJUBLJANA,Public Policy,"Governance, Law and Management",-
OR022200,Shri Surendra Nath Tripathi,Odisha ,2,P.G./U/Allahabad,Political Sc.,Social Science and Liberal Arts,Pass
OR022400,Dr. Gagan Kumar Dhal,Odisha ,0,Graduate,English,Languages and Fine Arts,Second
OR022400,Dr. Gagan Kumar Dhal,Odisha ,1,M.Phil.,History,Social Science and Liberal Arts,Ordinary
OR022400,Dr. Gagan Kumar Dhal,Odisha ,2,P.G.,History,Social Science and Liberal Arts,Second
MN010500,Shri Ramnganing Muivah,Manipur ,0,B.A. Honours,History,Social Science and Liberal Arts,Second
MN010500,Shri Ramnganing Muivah,Manipur ,1,M.B.A./Birmingham University Birmingham,Business Admn.,"Governance, Law and Management",First
MN010500,Shri Ramnganing Muivah,Manipur ,2,P.G.,History,Social Science and Liberal Arts,Second
MH036000,Shri Praveen Pardeshi,Maharashtra ,0,B.A. Honours,Economics,Social Science and Liberal Arts,First
MH036000,Shri Praveen Pardeshi,Maharashtra ,1,P.G.,Economics,Social Science and Liberal Arts,First
MH036000,Shri Praveen Pardeshi,Maharashtra ,2,P.G.,Social Pol&planning -uk,"Governance, Law and Management",Ordinary
MH036100,Shri Sitaram Janardan Kunte,Maharashtra ,0,Graduate,Economics,Social Science and Liberal Arts,First
MH036100,Shri Sitaram Janardan Kunte,Maharashtra ,1,P.G.,Economics,Social Science and Liberal Arts,First
MH036200,Shri Sham Lal Goyal,Maharashtra ,0,Graduate,Mech.engg.,"Engineering, Technology and Mathematics",First
MH036300,Dr.(Ms.) Kavita Gupta,Maharashtra ,0,M.S./IIT Delhi/IIT DELHI,Physics,Natural Sciences,First
MH036300,Dr.(Ms.) Kavita Gupta,Maharashtra ,1,M.Tech./IIT Delhi/IIT DELHI,Behav Science,Social Science and Liberal Arts,First
MH036300,Dr.(Ms.) Kavita Gupta,Maharashtra ,2,P.G./World Trade Instt. Berne,Intnl.law,"Governance, Law and Management",-
MH036300,Dr.(Ms.) Kavita Gupta,Maharashtra ,3,"Ph. D./Presctt University, U.K.",Philosophy,Social Science and Liberal Arts,-
MH036400,Shri Arvind Kumar,Maharashtra ,0,Graduate,Economics,Social Science and Liberal Arts,First
MH036400,Shri Arvind Kumar,Maharashtra ,1,P.G.,Economics,Social Science and Liberal Arts,First
MH036500,Shri Mukesh Khullar,Maharashtra ,0,B.Sc.(Hons),Zoology,Natural Sciences,Second
MH036500,Shri Mukesh Khullar,Maharashtra ,1,LL.B.,Law,"Governance, Law and Management",First
MH036600,Shri V Giriraj,Maharashtra ,0,B.Com.,Commerce,Finance,Second
MH036600,Shri V Giriraj,Maharashtra ,1,ICWAI,Cost Acct,Finance,Ordinary
MH036700,Shri Sanjay Bhatia,Maharashtra ,0,B.E.,Mech.engg.,"Engineering, Technology and Mathematics",First with Distinction
MH036700,Shri Sanjay Bhatia,Maharashtra ,1,M.B.A.,Business Admn.,"Governance, Law and Management",First with Distinction
MH036700,Shri Sanjay Bhatia,Maharashtra ,2,P.G.,Fincl Mgt,"Governance, Law and Management",First
MH036900,Shri Ujjval Uke,Maharashtra ,0,Graduate,Economics,Social Science and Liberal Arts,Second
MH036900,Shri Ujjval Uke,Maharashtra ,1,M.B.A.,Business Admn.,"Governance, Law and Management",Ordinary
MH036901,Ms. Vandana Krishna,Maharashtra ,0,B.A. Honours,Economics,Social Science and Liberal Arts,First
MH036901,Ms. Vandana Krishna,Maharashtra ,1,M.Phil.,Eco Planning,Social Science and Liberal Arts,-
MH036901,Ms. Vandana Krishna,Maharashtra ,2,P.G.,Economics,Social Science and Liberal Arts,Second
KN025900,Shri N Sivasailam,Karnataka ,0,B.Sc.,Mech.engg.,"Engineering, Technology and Mathematics",First
KN025900,Shri N Sivasailam,Karnataka ,1,M.B.A.,Marketing,"Governance, Law and Management",-
KN025900,Shri N Sivasailam,Karnataka ,2,P.G.,Business Admn.,"Governance, Law and Management",First
KN025900,Shri N Sivasailam,Karnataka ,3,P.G.,Social Pol&planning -uk,"Governance, Law and Management",Ordinary
KN026000,Shri Pradeep Singh Kharola,Karnataka ,0,B.E.,Mech.engg.,"Engineering, Technology and Mathematics",First
KN026000,Shri Pradeep Singh Kharola,Karnataka ,1,Diploma,Management,"Engineering, Technology and Mathematics",Second
KN026000,Shri Pradeep Singh Kharola,Karnataka ,2,Graduate,Metallurgy Engg,"Engineering, Technology and Mathematics",Second
KN026000,Shri Pradeep Singh Kharola,Karnataka ,3,M.Tech.,Indl Engg.,"Engineering, Technology and Mathematics",First
KN026100,Shri Parmesh Pandey,Karnataka ,0,Graduate,Mech.engg.,"Engineering, Technology and Mathematics",First
KN026100,Shri Parmesh Pandey,Karnataka ,1,"B.E./I I T,Delhi Delhi",Mech.engg.,"Engineering, Technology and Mathematics",First
KN026200,Shri Mahendra Jain,Karnataka ,0,Graduate,English,Languages and Fine Arts,First
KN026200,Shri Mahendra Jain,Karnataka ,1,PG Diploma,Business Admn.,"Governance, Law and Management",Ordinary
KN026300,Shri Yogendra Tripathi,Karnataka ,0,B.Tech.,Electrical Engg.,"Engineering, Technology and Mathematics",First
KN026300,Shri Yogendra Tripathi,Karnataka ,1,Diploma,Behav Science,Social Science and Liberal Arts,First
KN026400,Ms. Renuka Chidambaram,Karnataka ,0,B.A. Honours,History,Social Science and Liberal Arts,Second
KN026400,Ms. Renuka Chidambaram,Karnataka ,1,Diploma,French,Languages and Fine Arts,Ordinary
KN026400,Ms. Renuka Chidambaram,Karnataka ,2,Diploma,German,Languages and Fine Arts,First
KN026400,Ms. Renuka Chidambaram,Karnataka ,3,LL.B.,Law,"Governance, Law and Management",First
KN026400,Ms. Renuka Chidambaram,Karnataka ,4,P.G.,Intnl Studies,Social Science and Liberal Arts,First
KN026500,Shri Bharat Lal Meena,Karnataka ,0,Graduate,Political Sc.,Social Science and Liberal Arts,Third
KN026500,Shri Bharat Lal Meena,Karnataka ,1,P.G.,Political Sc.,Social Science and Liberal Arts,Second
KN026500,Shri Bharat Lal Meena,Karnataka ,2,P.G.,Rural Dev,"Governance, Law and Management",Ordinary
KN026601,Ms. Amita Prasad,Karnataka ,0,B.A. Honours,History,Social Science and Liberal Arts,First
KN026601,Ms. Amita Prasad,Karnataka ,1,P.G.,History,Social Science and Liberal Arts,Second
KN026601,Ms. Amita Prasad,Karnataka ,2,M.B.A./SWINBURNE U/TECH.,Business Admn.,"Governance, Law and Management",First
JK006900,Shri Krishan Ballabh Agarwal,Jammu & Kashmir ,0,"B.E./IIT, Roorkee",Civil Engg,"Engineering, Technology and Mathematics",First
JK006900,Shri Krishan Ballabh Agarwal,Jammu & Kashmir ,1,LL.B./Delhi University,Law,"Governance, Law and Management",Second
JK007000,Shri Pramod Kumar Jain,Jammu & Kashmir ,0,B.Com.,Commerce,Finance,First
JK007000,Shri Pramod Kumar Jain,Jammu & Kashmir ,1,M.A.,History,Social Science and Liberal Arts,First
JK007000,Shri Pramod Kumar Jain,Jammu & Kashmir ,2,P.G.,Dev Studies,Social Science and Liberal Arts,Ordinary
KL015900,Dr. Ajay Kumar,Kerala ,0,B.Tech./I I T Kanpur/I I T Kanpur,Electrical Engg.,"Engineering, Technology and Mathematics",First
KL015900,Dr. Ajay Kumar,Kerala ,1,M.Sc./U/o Minnesota USA,Applied Eco.,Social Science and Liberal Arts,-
KL015900,Dr. Ajay Kumar,Kerala ,2,"Ph. D./U/o Minnesota,USA/Carlson Sch.of Mgt.",Business Admn.,"Governance, Law and Management",-
KL016000,Dr. Rajeev Sadanandan,Kerala ,0,Graduate,English,Languages and Fine Arts,Second
KL016000,Dr. Rajeev Sadanandan,Kerala ,1,M.Phil.,Applied Eco.,Social Science and Liberal Arts,Ordinary
KL016000,Dr. Rajeev Sadanandan,Kerala ,2,P.G.,English,Languages and Fine Arts,First
KL016100,Ms. Sheela Thomas,Kerala ,0,Graduate,English,Languages and Fine Arts,Second
KL016100,Ms. Sheela Thomas,Kerala ,1,P.G.,English,Languages and Fine Arts,Second
KL016200,Dr. Inder Jit Singh,Kerala ,0,Diploma,Banking,Finance,Ordinary
KL016200,Dr. Inder Jit Singh,Kerala ,1,Graduate,Economics,Social Science and Liberal Arts,First
KL016200,Dr. Inder Jit Singh,Kerala ,2,LL.B.,Law,"Governance, Law and Management",First
KL016200,Dr. Inder Jit Singh,Kerala ,3,P.G.,Economics,Social Science and Liberal Arts,First
KL016200,Dr. Inder Jit Singh,Kerala ,4,P.G.,Public Sc.& Managt,"Governance, Law and Management",First
KL016200,Dr. Inder Jit Singh,Kerala ,5,Ph. D./Punjabi University,Economics,Social Science and Liberal Arts,-
KL016300,Shri Subrata Biswas,Kerala ,0,Graduate,Mech.engg.,"Engineering, Technology and Mathematics",First
KL016300,Shri Subrata Biswas,Kerala ,1,P.G.,Business Admn.,"Governance, Law and Management",First
PB016600,Shri Arun Goel,Punjab ,0,B.A./Punjabi University patiala,Mathematics,"Engineering, Technology and Mathematics",Gold Medalist
PB016600,Shri Arun Goel,Punjab ,1,M.Sc./Punjabi University patiala,Mathematics,"Engineering, Technology and Mathematics",Gold Medalist
PB016600,Shri Arun Goel,Punjab ,2,PG Diploma/University of Cambridge/Churchill College,Development Economics,Social Science and Liberal Arts,First with Distinction
PB016700,Shri Chhabilendra Roul,Punjab ,0,B.A. Honours,Economics,Social Science and Liberal Arts,First
PB016700,Shri Chhabilendra Roul,Punjab ,1,M.B.A. (UK),Business Admn.,"Governance, Law and Management",First
PB016700,Shri Chhabilendra Roul,Punjab ,2,P.G.,Economics,Social Science and Liberal Arts,First
PB016800,Shri Deva Pampapathi Reddy,Punjab ,0,Graduate,Botany,Natural Sciences,First
PB016800,Shri Deva Pampapathi Reddy,Punjab ,1,P.G.,Geography,Social Science and Liberal Arts,First
PB016900,Ms. Kalpana Mittal Baruah,Punjab ,0,B.Sc.(Hons),N.A.,N.A.,First
PB016900,Ms. Kalpana Mittal Baruah,Punjab ,1,Diploma,German,Languages and Fine Arts,Second
PB016900,Ms. Kalpana Mittal Baruah,Punjab ,2,LL.B.,Law,"Governance, Law and Management",First
PB016900,Ms. Kalpana Mittal Baruah,Punjab ,3,M.B.A.,Finance,Finance,First
PB016900,Ms. Kalpana Mittal Baruah,Punjab ,4,M.Sc.,Chemistry,Natural Sciences,First
PB017000,Shri Satish Chandra,Punjab ,0,B.Tech.,Electrical Engg.,"Engineering, Technology and Mathematics",First
RJ025600,Shri Badri Narain Sharma,Rajasthan ,0,Graduate,Commerce,Finance,First
RJ025600,Shri Badri Narain Sharma,Rajasthan ,1,P.G.,Commerce,Finance,First
RJ025700,Shri Khemraj Choudhary,Rajasthan ,0,Diploma,Management,"Engineering, Technology and Mathematics",Ordinary
RJ025700,Shri Khemraj Choudhary,Rajasthan ,1,Graduate,Economics,Social Science and Liberal Arts,First
RJ025700,Shri Khemraj Choudhary,Rajasthan ,2,P.G.,Economics,Social Science and Liberal Arts,First
RJ025800,Shri Rajeev Swarup,Rajasthan ,0,Graduate,History,Social Science and Liberal Arts,Ordinary
RJ025800,Shri Rajeev Swarup,Rajasthan ,1,P.G.,History,Social Science and Liberal Arts,First
RJ025900,Shri Jagdish Chandra Mohanty,Rajasthan ,0,Graduate,Political Sc.,Social Science and Liberal Arts,First
RJ025900,Shri Jagdish Chandra Mohanty,Rajasthan ,1,P.G.,Political Sc.,Social Science and Liberal Arts,First
RJ026000,Shri Ravi Shankar Srivastava,Rajasthan ,0,Graduate,Political Sc.,Social Science and Liberal Arts,Second
RJ026000,Shri Ravi Shankar Srivastava,Rajasthan ,1,P.G.,Political Sc.,Social Science and Liberal Arts,First
RJ026100,Shri Giriraj Singh,Rajasthan ,0,Graduate,English,Languages and Fine Arts,First
RJ026100,Shri Giriraj Singh,Rajasthan ,1,P.G.,Business Admn.,"Governance, Law and Management",Second
RJ026200,Dr. Sudarsan Sethi,Rajasthan ,0,B.A. Honours,Political Sc.,Social Science and Liberal Arts,Second
RJ026200,Dr. Sudarsan Sethi,Rajasthan ,1,M.B.A. (UK),Public Service,"Governance, Law and Management",First
RJ026200,Dr. Sudarsan Sethi,Rajasthan ,2,M.Phil.,Political Studies,Social Science and Liberal Arts,First
RJ026200,Dr. Sudarsan Sethi,Rajasthan ,3,P.G.,Political Sc.,Social Science and Liberal Arts,First
RJ026201,Ms. Usha Sharma,Rajasthan ,0,B.Sc.(Hons),Chemistry,Natural Sciences,First
RJ026202,Shri Madhukar Gupta,Rajasthan ,0,B.E.,Electrical Engg.,"Engineering, Technology and Mathematics",First
RJ026202,Shri Madhukar Gupta,Rajasthan ,1,LL.B.,Law,"Governance, Law and Management",First
RJ026202,Shri Madhukar Gupta,Rajasthan ,2,Certificate/U/ Hull/University College of Education,Health Management,"Governance, Law and Management",Not Awarded
RJ026202,Shri Madhukar Gupta,Rajasthan ,3,M.A./U/SYRACUSE/Maxwell School,Development Economics,Social Science and Liberal Arts,First with Distinction
RJ026203,Dr.(Ms.) Kiran Soni Gupta,Rajasthan ,0,B.A. Honours,English,Languages and Fine Arts,First
RJ026203,Dr.(Ms.) Kiran Soni Gupta,Rajasthan ,1,LL.B.,Law,"Governance, Law and Management",First
RJ026203,Dr.(Ms.) Kiran Soni Gupta,Rajasthan ,2,P.G.,Sociology,Social Science and Liberal Arts,First
RJ026203,Dr.(Ms.) Kiran Soni Gupta,Rajasthan ,3,Ph. D.,Sociology,Social Science and Liberal Arts,Ordinary
MN010600,Shri W. L. Hangshing,Manipur ,0,B.A. Honours,Economics,Social Science and Liberal Arts,Third
MN010600,Shri W. L. Hangshing,Manipur ,1,P.G.,Dev Studies,Social Science and Liberal Arts,Ordinary
MN010600,Shri W. L. Hangshing,Manipur ,2,P.G.,History,Social Science and Liberal Arts,Second
JH036600,Shri Amit Khare,Jharkhand ,0,B.Sc.,Physics,Natural Sciences,First
JH036600,Shri Amit Khare,Jharkhand ,1,Diploma,Business Admn.,"Governance, Law and Management",First
JH036600,Shri Amit Khare,Jharkhand ,2,M.B.A./IIM Ahmedabad/Indian Institute of Management,Management,"Engineering, Technology and Mathematics",-
JH036600,Shri Amit Khare,Jharkhand ,3,Certificate/Syracuse University,Public Admn,"Governance, Law and Management",-
JH037300,Shri Sudhir Tripathi,Jharkhand ,0,B.A.,Political Sc.,Social Science and Liberal Arts,First
JH037300,Shri Sudhir Tripathi,Jharkhand ,1,LL.B.,Law,"Governance, Law and Management",First
JH037300,Shri Sudhir Tripathi,Jharkhand ,2,M.B.A./U/QUEENSLAND BRISBANE,Business Admn.,"Governance, Law and Management",Pass
JH037400,Dr. K Vidyasagar,Jharkhand ,0,Graduate,Political Sc.,Social Science and Liberal Arts,First
JH037400,Dr. K Vidyasagar,Jharkhand ,1,M.B.A. (UK),Public Sc.& Managt,"Governance, Law and Management",First
JH037400,Dr. K Vidyasagar,Jharkhand ,2,M.Phil.,Political Sc.,Social Science and Liberal Arts,First
JH037400,Dr. K Vidyasagar,Jharkhand ,3,P.G.,Political Sc.,Social Science and Liberal Arts,First
HY016800,Ms. Surina Rajan,Haryana ,0,Graduate,Economics,Social Science and Liberal Arts,First
HY016800,Ms. Surina Rajan,Haryana ,1,M.Phil.,Economics,Social Science and Liberal Arts,First
HY016800,Ms. Surina Rajan,Haryana ,2,P.G.,Economics,Social Science and Liberal Arts,Second
HY016900,Dr. Ram Niwas,Haryana ,0,Graduate,English,Languages and Fine Arts,First
HY016900,Dr. Ram Niwas,Haryana ,1,M.B.A.,Project Mgt,"Governance, Law and Management",-
HY016900,Dr. Ram Niwas,Haryana ,2,M.Phil.,English,Languages and Fine Arts,Second
HY016900,Dr. Ram Niwas,Haryana ,3,P.G.,English,Languages and Fine Arts,Second
HY017000,Shri Raghavendra Rao Piduru,Haryana ,0,B.Tech.,Mech.engg.,"Engineering, Technology and Mathematics",First
HY017000,Shri Raghavendra Rao Piduru,Haryana ,1,P.G.,Public Service,"Governance, Law and Management",First
HY017100,Shri Sanjiv Kumar,Haryana ,0,Graduate,Economics,Social Science and Liberal Arts,First
HY017100,Shri Sanjiv Kumar,Haryana ,1,P.G.,Economics,Social Science and Liberal Arts,First
HY017200,Dr. Krishan Kumar Khandelwal,Haryana ,0,B.E. (Hons),Civil Engg,"Engineering, Technology and Mathematics",First
HY017200,Dr. Krishan Kumar Khandelwal,Haryana ,1,LL.B.,Law,"Governance, Law and Management",First
HY017200,Dr. Krishan Kumar Khandelwal,Haryana ,2,PG Diploma/BHARATIYA VIDYA BHAVAN,Indus Relations,"Governance, Law and Management",First
HY017200,Dr. Krishan Kumar Khandelwal,Haryana ,3,M.Sc./PUNJAB TECH JALANDHAR,Iformation&tech,"Engineering, Technology and Mathematics",-
HY017200,Dr. Krishan Kumar Khandelwal,Haryana ,4,M.A./Kurukshetra University,Public Admn,"Governance, Law and Management",First
HY017200,Dr. Krishan Kumar Khandelwal,Haryana ,5,Ph. D./Chaudhary Devi Lal Sirsa,Philosophy,Social Science and Liberal Arts,-
HY017300,Shri Prasanta Kumar Mahapatra,Haryana ,0,B.Tech.,Electrical Engg.,"Engineering, Technology and Mathematics",First
HY017300,Shri Prasanta Kumar Mahapatra,Haryana ,1,M.B.A.,Finance,Finance,First
HY017300,Shri Prasanta Kumar Mahapatra,Haryana ,2,PG Diploma,Management,"Engineering, Technology and Mathematics",-
HY017300,Shri Prasanta Kumar Mahapatra,Haryana ,3,PG Diploma,Fincl Mgt,"Governance, Law and Management",-
HY017400,Shri Dhanpat Singh,Haryana ,0,B.Sc.(Engg),Civil Engg,"Engineering, Technology and Mathematics",First
HY017400,Shri Dhanpat Singh,Haryana ,1,M.A.,Public Admn,"Governance, Law and Management",Ordinary
HY017400,Shri Dhanpat Singh,Haryana ,2,M.B.A. (UK),Business Admn.,"Governance, Law and Management",First
HY017500,Shri Vijai Vardhan,Haryana ,0,Graduate,History,Social Science and Liberal Arts,Second
HY017500,Shri Vijai Vardhan,Haryana ,1,P.G.,History,Social Science and Liberal Arts,Second
GJ023800,Shri Sujit Gulati,Gujarat ,0,B.Tech.,Mech.engg.,"Engineering, Technology and Mathematics",First
GJ024000,Shri Anil Gopishankar Mukim,Gujarat ,0,Graduate,Commerce,Finance,First
GJ024000,Shri Anil Gopishankar Mukim,Gujarat ,1,Graduate,Law,"Governance, Law and Management",Second
GJ024100,Shri Atanu Chakraborty,Gujarat ,0,B.Sc.(Engg),Electronics,"Engineering, Technology and Mathematics",First
GJ024100,Shri Atanu Chakraborty,Gujarat ,1,M.B.A. (UK),Business Admn.,"Governance, Law and Management",First
GJ024100,Shri Atanu Chakraborty,Gujarat ,2,PG Diploma,Business Finance,Finance,First
GJ024200,Shri Anand Mohan Tiwari,Gujarat ,0,Graduate,Botany,Natural Sciences,First
GJ024200,Shri Anand Mohan Tiwari,Gujarat ,1,P.G.,Zoology,Natural Sciences,First
GJ024300,Shri Dina Nath Pandey,Gujarat ,0,Graduate,Sanskrit,Languages and Fine Arts,First
