ID,Name,Cadre,Reference_Value,Qualification,Subject,Category_of_Subject,Division
GJ024400,Shri Prem Kumar Gera,Gujarat ,0,P.G.,Economics,Social Science and Liberal Arts,First
GJ024400,Shri Prem Kumar Gera,Gujarat ,1,B.Sc.(Engg)/Kurukshetra University,Electrical Engg.,"Engineering, Technology and Mathematics",First
GJ024400,Shri Prem Kumar Gera,Gujarat ,2,Certificate/NL DEFENCE COLLEGE,National Security,"Governance, Law and Management",-
GJ024600,Shri P. K. Parmar,Gujarat ,0,B.Com.,Commerce,Finance,First with Distinction
GJ024600,Shri P. K. Parmar,Gujarat ,1,M.B.A./LJUBLIJANA,Business Admn.,"Governance, Law and Management",First with Distinction
GJ024700,Shri Girish Chandra Murmu,Gujarat ,0,Graduate,Political Sc.,Social Science and Liberal Arts,Second
GJ024700,Shri Girish Chandra Murmu,Gujarat ,1,P.G.,Political Sc.,Social Science and Liberal Arts,First
HP010200,Shri Brij Kumar Aggarwal,Himachal Pradesh ,0,B.E.,Civil Engg,"Engineering, Technology and Mathematics",First
HP010200,Shri Brij Kumar Aggarwal,Himachal Pradesh ,1,P.G.,Civil Engg,"Engineering, Technology and Mathematics",First
HP010200,Shri Brij Kumar Aggarwal,Himachal Pradesh ,2,PG Diploma,Management,"Engineering, Technology and Mathematics",First
HP010300,Shri Sanjeev Gupta,Himachal Pradesh ,0,B.Tech.,Electrical Engg.,"Engineering, Technology and Mathematics",First
HP010400,Shri Shrikant Baldi,Himachal Pradesh ,0,B.Com.,Accountancy,Finance,Ordinary
HP010400,Shri Shrikant Baldi,Himachal Pradesh ,1,LL.B.,Law,"Governance, Law and Management",Ordinary
HP010400,Shri Shrikant Baldi,Himachal Pradesh ,2,P.G.,Public Admn,"Governance, Law and Management",Ordinary
HP010501,Ms. Manisha Nanda,Himachal Pradesh ,0,B.Sc.,Botany,Natural Sciences,First
HP010501,Ms. Manisha Nanda,Himachal Pradesh ,1,M.Sc.,Botany,Natural Sciences,First
AM019700,Shri Rajiv Kumar Bora,Assam Meghalya ,0,B.A. Honours,Economics,Social Science and Liberal Arts,Second
AM019700,Shri Rajiv Kumar Bora,Assam Meghalya ,1,P.G.,Economics,Social Science and Liberal Arts,First
AM019700,Shri Rajiv Kumar Bora,Assam Meghalya ,2,"M.Sc./TEXAS A&M,USA",Finance,Finance,First
AM019700,Shri Rajiv Kumar Bora,Assam Meghalya ,3,"M.A./CALIFORNIA,USA",Political Sc.,Social Science and Liberal Arts,First
AM019800,Shri V S Bhaskar,Assam Meghalya ,0,Graduate,Electronics,"Engineering, Technology and Mathematics",First
AM019800,Shri V S Bhaskar,Assam Meghalya ,1,B.E./OSMANIA UNIVERSITY HYDERABAD/Osmania College of Engineering,Electronics and Communication,"Engineering, Technology and Mathematics",First with Distinction
AM019900,Shri Sailesh,Assam Meghalya ,0,B.A. Honours,Economics,Social Science and Liberal Arts,First
AM019900,Shri Sailesh,Assam Meghalya ,1,P.G.,Economics,Social Science and Liberal Arts,Second
AM019900,Shri Sailesh,Assam Meghalya ,2,PG Diploma,Business Admn.,"Governance, Law and Management",Grade 'A'
AM019900,Shri Sailesh,Assam Meghalya ,3,"P.G./Tokyo/GRIPS,TOKYO",Intnl Studies,Social Science and Liberal Arts,-
AM020000,Shri Saraswati Prasad,Assam Meghalya ,0,Graduate,Physics,Natural Sciences,First
AM020000,Shri Saraswati Prasad,Assam Meghalya ,1,P.G.,Physics,Natural Sciences,First
AM020100,Dr. Shreeranjan,Assam Meghalya ,0,B.Sc.(Hons),Botany,Natural Sciences,First
AM020100,Dr. Shreeranjan,Assam Meghalya ,1,M.Sc.,Botany,Natural Sciences,First
AM020100,Dr. Shreeranjan,Assam Meghalya ,2,P.G.,Management,"Engineering, Technology and Mathematics",Ordinary
AM020100,Dr. Shreeranjan,Assam Meghalya ,3,Ph. D./GAUHATI,Bio-Technology,"Engineering, Technology and Mathematics",-
AM020200,Shri Sumeet Jerath,Assam Meghalya ,0,B.A. Honours,Economics,Social Science and Liberal Arts,First
AM020200,Shri Sumeet Jerath,Assam Meghalya ,1,M.A.,Economics,Social Science and Liberal Arts,Second
AM020200,Shri Sumeet Jerath,Assam Meghalya ,2,M.B.A.,Business Admn.,"Governance, Law and Management",Second
AM020200,Shri Sumeet Jerath,Assam Meghalya ,3,"M.B.A. (UK)/BIRMINGHAM,",Public Service,"Governance, Law and Management",First with Distinction
AM020300,Shri M G V K Bhanu,Assam Meghalya ,0,B.Sc.,Mathematics,"Engineering, Technology and Mathematics",First
AM020300,Shri M G V K Bhanu,Assam Meghalya ,1,M.Sc.,Physics,Natural Sciences,First
AM020300,Shri M G V K Bhanu,Assam Meghalya ,2,M.Tech.,Applied Optics,"Engineering, Technology and Mathematics",-
AM020400,Shri Hector Marwein,Assam Meghalya ,0,Graduate,Political Sc.,Social Science and Liberal Arts,Third
AM020400,Shri Hector Marwein,Assam Meghalya ,1,M.B.A.,Business Admn.,"Governance, Law and Management",Ordinary
AM020400,Shri Hector Marwein,Assam Meghalya ,2,P.G.,Political Sc.,Social Science and Liberal Arts,First
AM020500,Shri Kumar Sanjay Krishna,Assam Meghalya ,0,Graduate,Physics,Natural Sciences,First
AM020500,Shri Kumar Sanjay Krishna,Assam Meghalya ,1,P.G.,Physics,Natural Sciences,First
AP032800,Dr. Sameer Sharma,Andhra Pradesh ,0,B.Sc.(Hons)/SSC Delhi,Chemistry,Natural Sciences,First with Distinction
AP032800,Dr. Sameer Sharma,Andhra Pradesh ,1,M.Sc./Delhi University,Chemistry,Natural Sciences,First
AP032800,Dr. Sameer Sharma,Andhra Pradesh ,2,P.G./University of Cincinnati USA/Master of Community Plg.,Urban Planning,"Governance, Law and Management",Grade 'A'
AP032800,Dr. Sameer Sharma,Andhra Pradesh ,3,"Ph.D.(U.S.A.)/UC-USA/School of Planning of the College of Design,Architecture, Art & Planning",Globalization and Urban Dev,"Governance, Law and Management",Grade 'A'
AP033000,Shri R Subrahmanyam,Andhra Pradesh ,0,Graduate,Economics,Social Science and Liberal Arts,First
AP033000,Shri R Subrahmanyam,Andhra Pradesh ,1,M.A.,Intnl Relations,"Governance, Law and Management",First
AP033300,Dr. Manmohan Singh,Andhra Pradesh ,0,B.Sc.,Veterinary Sc.,Medical,First
AP033300,Dr. Manmohan Singh,Andhra Pradesh ,1,Certificate,French,Languages and Fine Arts,Ordinary
AP033300,Dr. Manmohan Singh,Andhra Pradesh ,2,M.B.A.,Business Admn.,"Governance, Law and Management",Ordinary
AP033300,Dr. Manmohan Singh,Andhra Pradesh ,3,M.Sc.,Veterinary Sc.,Medical,First
AP033400,Ms. Veena Ish,Andhra Pradesh ,0,Graduate,Commerce,Finance,First
AP033400,Ms. Veena Ish,Andhra Pradesh ,1,P.G.,Commerce,Finance,First
AP033500,Shri Jagdish Chander Sharma,Andhra Pradesh ,0,Graduate,English,Languages and Fine Arts,First
AP033500,Shri Jagdish Chander Sharma,Andhra Pradesh ,1,Graduate,Law,"Governance, Law and Management",First
AP033600,Dr. P Venkata Ramesh Babu,Andhra Pradesh ,0,Graduate,Medicine,Medical,First
BH036500,Shri Shashi Shekhar Sharma,Bihar ,0,Graduate,English,Languages and Fine Arts,First
BH036500,Shri Shashi Shekhar Sharma,Bihar ,1,P.G.,English,Languages and Fine Arts,First
BH036700,Shri Arun Kumar Singh,Bihar ,0,Graduate,Mech.engg.,"Engineering, Technology and Mathematics",First
BH036800,Shri Tripurari Sharan,Bihar ,0,Graduate,Physics,Natural Sciences,First
BH036800,Shri Tripurari Sharan,Bihar ,1,P.G.,Sociology,Social Science and Liberal Arts,First
BH036900,Shri J Rama Krishna Rao,Bihar ,0,B.Tech.,Electronics,"Engineering, Technology and Mathematics",First
BH036900,Shri J Rama Krishna Rao,Bihar ,1,PG Diploma,Indl Engg.,"Engineering, Technology and Mathematics",First
BH037000,Shri A Santhosh Mathew,Bihar ,0,"Graduate/Loyola College,Chennai",Economics,Social Science and Liberal Arts,First
BH037000,Shri A Santhosh Mathew,Bihar ,1,M.A./Delhi College of Economics,Economics,Social Science and Liberal Arts,Second
BH037000,Shri A Santhosh Mathew,Bihar ,2,M.Sc./University of Sussex,Dev Studies,Social Science and Liberal Arts,First with Distinction
BH037000,Shri A Santhosh Mathew,Bihar ,3,Ph. D./University of Sussex,Dev Studies,Social Science and Liberal Arts,-
BH037100,Shri Rabindra Panwar,Bihar ,0,B.Sc.,Chemistry,Natural Sciences,Second
BH037100,Shri Rabindra Panwar,Bihar ,1,M.Sc.,Botany,Natural Sciences,Second
BH037100,Shri Rabindra Panwar,Bihar ,2,P.G.,Governance & Dev.,"Governance, Law and Management",Pass
BH037600,Shri Lian Kunga,Bihar ,0,B.A. Honours,History,Social Science and Liberal Arts,Second
CG038100,Dr. N Baijendra Kumar,Chhattisgarh ,0,B.Sc.(Hons),Zoology,Natural Sciences,First
CG038100,Dr. N Baijendra Kumar,Chhattisgarh ,1,M.Phil.,Environmental Science,Natural Sciences,First
CG038100,Dr. N Baijendra Kumar,Chhattisgarh ,2,M.Sc.,Zoology,Natural Sciences,First
RJ026700,Shri Siya Ram Meena,Rajasthan ,0,Graduate,Geography,Social Science and Liberal Arts,Second
RJ026700,Shri Siya Ram Meena,Rajasthan ,1,Graduate,Law,"Governance, Law and Management",Second
RJ026700,Shri Siya Ram Meena,Rajasthan ,2,P.G.,Geography,Social Science and Liberal Arts,First
AM020700,Shri Nandan Singh Samant,Assam Meghalya ,0,Graduate,Mathematics,"Engineering, Technology and Mathematics",First
AM020700,Shri Nandan Singh Samant,Assam Meghalya ,1,M.Sc.,Geology,Natural Sciences,First
AM021110,Dr. B K Gohain,Assam Meghalya ,0,Graduate,Physics,Natural Sciences,Second
AM021110,Dr. B K Gohain,Assam Meghalya ,1,P.G.,Physics,Natural Sciences,Second
AM021110,Dr. B K Gohain,Assam Meghalya ,2,Ph. D.,Anthropology,Social Science and Liberal Arts,Ordinary
AM021111,Shri Ajoy Kumar Roy,Assam Meghalya ,0,Graduate,N.A.,N.A.,Ordinary
AM021112,Shri Hk Barua,Assam Meghalya ,0,Graduate,Economics,Social Science and Liberal Arts,Ordinary
AM021112,Shri Hk Barua,Assam Meghalya ,1,P.G.,Economics,Social Science and Liberal Arts,Ordinary
AM021113,Shri Pc Chakraborty,Assam Meghalya ,0,Graduate,N.A.,N.A.,Ordinary
AM021114,Shri Om Mahesree,Assam Meghalya ,0,Graduate,Commerce,Finance,Ordinary
AM021114,Shri Om Mahesree,Assam Meghalya ,1,Graduate,Law,"Governance, Law and Management",Ordinary
AM021114,Shri Om Mahesree,Assam Meghalya ,2,P.G.,Commerce,Finance,Ordinary
AM021115,Shri Mrinal Kumar Baruah,Assam Meghalya ,0,Graduate,History,Social Science and Liberal Arts,Ordinary
AM021115,Shri Mrinal Kumar Baruah,Assam Meghalya ,1,P.G.,History,Social Science and Liberal Arts,-
AM021116,Shri T R Dey,Assam Meghalya ,0,Diploma,English,Languages and Fine Arts,First
AM021116,Shri T R Dey,Assam Meghalya ,1,Graduate,Physics,Natural Sciences,Second
AM021117,Shri Chandra Kanta Sharma,Assam Meghalya ,0,P.G.,Political Sc.,Social Science and Liberal Arts,Second
AM021118,Shri Gj Shadap,Assam Meghalya ,0,Graduate,History,Social Science and Liberal Arts,-
AP032717,Shri K S Reddy,Andhra Pradesh ,0,Graduate,N.A.,N.A.,Ordinary
AP033705,Shri P M Kuriakose,Andhra Pradesh ,0,Graduate,Zoology,Natural Sciences,Ordinary
AP033705,Shri P M Kuriakose,Andhra Pradesh ,1,P.G.,English,Languages and Fine Arts,Ordinary
AP034000,Shri Harish Kumar,Andhra Pradesh ,0,Graduate,History,Social Science and Liberal Arts,First
AP034000,Shri Harish Kumar,Andhra Pradesh ,1,P.G.,Dev Mgt,"Governance, Law and Management",Pass
AP034401,Shri Apv Subbiah,Andhra Pradesh ,0,N.A.,N.A.,N.A.,Ordinary
AP034403,Shri G Sreenivas Rao,Andhra Pradesh ,0,Diploma,Public Admn,"Governance, Law and Management",Ordinary
AP034403,Shri G Sreenivas Rao,Andhra Pradesh ,1,Graduate,Law,"Governance, Law and Management",Second
AP034403,Shri G Sreenivas Rao,Andhra Pradesh ,2,Graduate,Political Sc.,Social Science and Liberal Arts,Ordinary
AP034403,Shri G Sreenivas Rao,Andhra Pradesh ,3,P.G.,Political Sc.,Social Science and Liberal Arts,Second
AP034405,Shri K Ram Reddy,Andhra Pradesh ,0,Graduate,Economics,Social Science and Liberal Arts,Second
AP034405,Shri K Ram Reddy,Andhra Pradesh ,1,Graduate,Law,"Governance, Law and Management",Second
AP034405,Shri K Ram Reddy,Andhra Pradesh ,2,P.G.,Geography,Social Science and Liberal Arts,Second
AP034406,Shri Csrc Murty,Andhra Pradesh ,0,Diploma,Indus Relations,"Governance, Law and Management",Ordinary
AP034406,Shri Csrc Murty,Andhra Pradesh ,1,Graduate,N.A.,N.A.,Ordinary
AP034607,Shri Rs Singh,Andhra Pradesh ,0,P.G.,English Lit,Languages and Fine Arts,Ordinary
BH037625,Shri Anil K Srivasta,Bihar ,0,Graduate,N.A.,N.A.,Ordinary
BH038500,Shri K P Ramaiah,Bihar ,0,Graduate,History,Social Science and Liberal Arts,Third
BH038500,Shri K P Ramaiah,Bihar ,1,P.G.,Political Sc.,Social Science and Liberal Arts,First
BH038612,Shri Gopal Shankar Prasad,Bihar ,0,Graduate,Journalism,Social Science and Liberal Arts,Second
BH038612,Shri Gopal Shankar Prasad,Bihar ,1,Graduate,N.A.,N.A.,Ordinary
BH038613,Shri Dr Sc Mishra,Bihar ,0,Graduate,N.A.,N.A.,Ordinary
CG039311,Shri Ks Chouhan,Chhattisgarh ,0,Graduate,N.A.,N.A.,Ordinary
UT018200,Shri Ved Prakash,A G M U T ,0,Graduate,English,Languages and Fine Arts,Third
UT018200,Shri Ved Prakash,A G M U T ,1,Graduate,Law,"Governance, Law and Management",Ordinary
UT018211,Shri S P Marwah,A G M U T ,0,P.G.,Commerce,Finance,Second
UT018212,Shri Rajinder Singh,A G M U T ,0,Graduate,N.A.,N.A.,Ordinary
UT018213,Shri S P Singh,A G M U T ,0,P.G.,Political Sc.,Social Science and Liberal Arts,Ordinary
UT903500,Shri Cr Biswas,A G M U T ,0,N.A.,N.A.,N.A.,N.A.
UT903600,Shri Bharat Baruah,A G M U T ,0,N.A.,N.A.,N.A.,N.A.
GJ025100,Shri Balaram Dikshit,Gujarat ,0,Graduate,Geology,Natural Sciences,First
GJ025100,Shri Balaram Dikshit,Gujarat ,1,P.G.,Geology,Natural Sciences,First
GJ025600,Shri Inderjeet Prasad Gautam,Gujarat ,0,Graduate,Hindi,Languages and Fine Arts,Second
GJ025600,Shri Inderjeet Prasad Gautam,Gujarat ,1,LL.B.,Law,"Governance, Law and Management",Ordinary
GJ025600,Shri Inderjeet Prasad Gautam,Gujarat ,2,P.G.,Ancient History,Social Science and Liberal Arts,Third
GJ025701,Shri Pp Gadhavi,Gujarat ,0,N.A.,N.A.,N.A.,Ordinary
GJ025702,Shri Dp Rawal,Gujarat ,0,N.A.,N.A.,N.A.,Ordinary
HP010700,Shri K J B Venkat Subrahmanyan,Himachal Pradesh ,0,Diploma,Pers.Mgt.,"Governance, Law and Management",Second
HP010700,Shri K J B Venkat Subrahmanyan,Himachal Pradesh ,1,Graduate,Hindi,Languages and Fine Arts,First
HP010700,Shri K J B Venkat Subrahmanyan,Himachal Pradesh ,2,P.G.,English,Languages and Fine Arts,Second
HP010811,Shri Gs Rathor,Himachal Pradesh ,0,P.G.,Political Sc.,Social Science and Liberal Arts,Second
HP010811,Shri Gs Rathor,Himachal Pradesh ,1,P.G.,Public Admn,"Governance, Law and Management",Second
HP010812,Shri Ashwani Kumar Kapoor,Himachal Pradesh ,0,Graduate,Zoology,Natural Sciences,Ordinary
HP010812,Shri Ashwani Kumar Kapoor,Himachal Pradesh ,1,P.G.,Zoology,Natural Sciences,Ordinary
HP010814,Shri L S Kashyap,Himachal Pradesh ,0,Graduate,N.A.,N.A.,Ordinary
HY018200,Shri Mhathung Kithan,Haryana ,0,Graduate,Economics,Social Science and Liberal Arts,Ordinary
HY018211,Shri Rp Sukhija,Haryana ,0,LL.B.,Law,"Governance, Law and Management",Second
HY018211,Shri Rp Sukhija,Haryana ,1,P.G.,N.A.,N.A.,Ordinary
HY018212,Dr. Nanak Chand Wadhwa,Haryana ,0,Graduate,English,Languages and Fine Arts,First
HY018212,Dr. Nanak Chand Wadhwa,Haryana ,1,P.G.,Public Admn,"Governance, Law and Management",First
HY018212,Dr. Nanak Chand Wadhwa,Haryana ,2,Ph. D.,Philosophy,Social Science and Liberal Arts,Ordinary
HY018213,Shri Rk Garg,Haryana ,0,Graduate,English,Languages and Fine Arts,First
HY018214,Shri Nr Goel,Haryana ,0,Graduate,English,Languages and Fine Arts,Third
HY018214,Shri Nr Goel,Haryana ,1,Graduate,Law,"Governance, Law and Management",First
HY018215,Shri Rs Vatsa,Haryana ,0,P.G.,English,Languages and Fine Arts,-
HY018216,Shri Satish Chander Jain,Haryana ,0,P.G.,English,Languages and Fine Arts,Second
JH038600,Shri Jayant Munigala,Jharkhand ,0,B.E.,Electronics Engg,"Engineering, Technology and Mathematics",First
JH038611,Shri Mahabir Prasad,Jharkhand ,0,N.A.,N.A.,N.A.,N.A.
JK006815,Shri Md.Amin Khan,Jammu & Kashmir ,0,Graduate,N.A.,N.A.,Ordinary
JK007411,Shri Da Mir,Jammu & Kashmir ,0,N.A.,N.A.,N.A.,N.A.
JK007412,Shri Dp Verma,Jammu & Kashmir ,0,N.A.,N.A.,N.A.,N.A.
JK007413,Shri Gn Kanth,Jammu & Kashmir ,0,N.A.,N.A.,N.A.,N.A.
JK007414,Shri Suresh Kumar,Jammu & Kashmir ,0,N.A.,N.A.,N.A.,N.A.
JK007420,Shri Ag Shahbaz,Jammu & Kashmir ,0,Chartered Accountant,Economics,Social Science and Liberal Arts,Ordinary
KL016900,Shri Palden Gyastso Tenzing,Kerala ,0,Graduate,Political Sc.,Social Science and Liberal Arts,First
KL017000,Dr. Medithi Ravi Kanth,Kerala ,0,Graduate,Economics,Social Science and Liberal Arts,First
KL017000,Dr. Medithi Ravi Kanth,Kerala ,1,Graduate,Law,"Governance, Law and Management",Second
KL017000,Dr. Medithi Ravi Kanth,Kerala ,2,M.B.A.,Finance,Finance,First
KL017000,Dr. Medithi Ravi Kanth,Kerala ,3,P.G.,Economics,Social Science and Liberal Arts,First
KL017000,Dr. Medithi Ravi Kanth,Kerala ,4,Ph. D.,Intnl Trade.,"Governance, Law and Management",-
KN027100,Ms. Gauri S Trivedi,Karnataka ,0,Graduate,English,Languages and Fine Arts,Second
KN027100,Ms. Gauri S Trivedi,Karnataka ,1,P.G.,Political Sc.,Social Science and Liberal Arts,First
KN027200,Shri Shivaraam,Karnataka ,0,Graduate,History,Social Science and Liberal Arts,Ordinary
KN027200,Shri Shivaraam,Karnataka ,1,P.G.,History,Social Science and Liberal Arts,Third
KN027311,Shri M K Shankaralinge Gowda,Karnataka ,0,P.G.,English Lit,Languages and Fine Arts,Second
KN027314,Shri Siddaiah,Karnataka ,0,Graduate,History,Social Science and Liberal Arts,Ordinary
KN027314,Shri Siddaiah,Karnataka ,1,P.G.,History,Social Science and Liberal Arts,Ordinary
KN027315,Shri C R Chikkmath,Karnataka ,0,N.A.,N.A.,N.A.,Ordinary
KN027316,Shri K S Manjunath,Karnataka ,0,P.G.,Chemistry,Natural Sciences,Ordinary
KN027317,Shri Lukose Vallatharai,Karnataka ,0,Diploma,Pers.Mgt.,"Governance, Law and Management",Ordinary
KN027317,Shri Lukose Vallatharai,Karnataka ,1,Graduate,Law,"Governance, Law and Management",Ordinary
KN027318,Shri B H Manjunath,Karnataka ,0,Graduate,Commerce,Finance,Second
KN027319,Shri C Krishnappa,Karnataka ,0,Graduate,Economics,Social Science and Liberal Arts,Third
KN027319,Shri C Krishnappa,Karnataka ,1,P.G.,Political Sc.,Social Science and Liberal Arts,Second
KN027320,Shri K Keshavachari,Karnataka ,0,Graduate,Art,Languages and Fine Arts,Ordinary
KN027321,Shri I M Vittalmurthy,Karnataka ,0,Graduate,Economics,Social Science and Liberal Arts,Ordinary
KN027321,Shri I M Vittalmurthy,Karnataka ,1,P.G.,Economics,Social Science and Liberal Arts,Ordinary
KN027322,Shri K H G Gowda,Karnataka ,0,P.G.,Physics,Natural Sciences,First
KN027323,Shri Md Sanaullah,Karnataka ,0,Graduate,Physics,Natural Sciences,First
KN027323,Shri Md Sanaullah,Karnataka ,1,LL.B.,Law,"Governance, Law and Management",Second
KN027323,Shri Md Sanaullah,Karnataka ,2,M.B.A.,Business Admn.,"Governance, Law and Management",Ordinary
KN027323,Shri Md Sanaullah,Karnataka ,3,P.G.,Nuclear Physics,Natural Sciences,First
KN027323,Shri Md Sanaullah,Karnataka ,4,P.G.,Political Sc.,Social Science and Liberal Arts,Second
KN027324,Shri G V Ramachandra,Karnataka ,0,Graduate,Physics,Natural Sciences,Pass
KN027324,Shri G V Ramachandra,Karnataka ,1,LL.B.,Law,"Governance, Law and Management",Pass
KN027324,Shri G V Ramachandra,Karnataka ,2,M.B.A.,Business Admn.,"Governance, Law and Management",Pass
KN027324,Shri G V Ramachandra,Karnataka ,3,P.G.,Public Admn,"Governance, Law and Management",Pass
KN027325,Shri B Bheemaiah,Karnataka ,0,Graduate,N.A.,N.A.,Ordinary
MH037000,Shri Maninder S Gill,Maharashtra ,0,Graduate,English,Languages and Fine Arts,First
MH037000,Shri Maninder S Gill,Maharashtra ,1,P.G.,Business Admn.,"Governance, Law and Management",First
MH037600,Shri Ab Dharmadhkari,Maharashtra ,0,Graduate,Commerce,Finance,Second
MH037600,Shri Ab Dharmadhkari,Maharashtra ,1,M.Phil.,History,Social Science and Liberal Arts,Ordinary
MH037600,Shri Ab Dharmadhkari,Maharashtra ,2,P.G.,History,Social Science and Liberal Arts,First
MH037700,Dr. Ramesh Chandra Sagar,Maharashtra ,0,M.B.B.S.,Medicine,Medical,Ordinary
MH037700,Dr. Ramesh Chandra Sagar,Maharashtra ,1,P.G.,Anaesthology,Medical,Ordinary
MH037802,Ms. Maitreyi Das,Maharashtra ,0,Graduate,History,Social Science and Liberal Arts,First
MH037802,Ms. Maitreyi Das,Maharashtra ,1,P.G.,History,Social Science and Liberal Arts,First
